page_id,date,impressions,clicks,avg_position,content_type,word_count,page_age_days,true_regime
page_0000,2026-01-01,451,23,5.31,guide,1775,854,stable
page_0000,2026-01-02,687,40,4.81,guide,1775,854,stable
page_0000,2026-01-03,702,28,5.85,guide,1775,854,stable
page_0000,2026-01-04,546,27,5.79,guide,1775,854,stable
page_0000,2026-01-05,497,29,5.36,guide,1775,854,stable
page_0000,2026-01-06,585,27,5.99,guide,1775,854,stable
page_0000,2026-01-07,439,19,5.6,guide,1775,854,stable
page_0000,2026-01-08,482,34,4.8,guide,1775,854,stable
page_0000,2026-01-09,618,24,5.54,guide,1775,854,stable
page_0000,2026-01-10,554,18,4.74,guide,1775,854,stable
page_0000,2026-01-11,558,29,5.85,guide,1775,854,stable
page_0000,2026-01-12,511,23,5.29,guide,1775,854,stable
page_0000,2026-01-13,518,26,5.21,guide,1775,854,stable
page_0000,2026-01-14,591,37,4.91,guide,1775,854,stable
page_0000,2026-01-15,545,16,6.05,guide,1775,854,stable
page_0000,2026-01-16,618,24,5.23,guide,1775,854,stable
page_0000,2026-01-17,439,16,5.06,guide,1775,854,stable
page_0000,2026-01-18,555,24,5.11,guide,1775,854,stable
page_0000,2026-01-19,468,20,5.64,guide,1775,854,stable
page_0000,2026-01-20,425,19,5.54,guide,1775,854,stable
page_0000,2026-01-21,452,19,5.57,guide,1775,854,stable
page_0000,2026-01-22,518,15,5.58,guide,1775,854,stable
page_0000,2026-01-23,636,11,6.6,guide,1775,854,stable
page_0000,2026-01-24,489,25,5.07,guide,1775,854,stable
page_0000,2026-01-25,560,26,5.01,guide,1775,854,stable
page_0000,2026-01-26,491,27,4.83,guide,1775,854,stable
page_0000,2026-01-27,478,22,5.69,guide,1775,854,stable
page_0000,2026-01-28,567,23,6.0,guide,1775,854,stable
page_0000,2026-01-29,574,33,5.25,guide,1775,854,stable
page_0000,2026-01-30,665,35,4.81,guide,1775,854,stable
page_0000,2026-01-31,571,31,4.82,guide,1775,854,stable
page_0000,2026-02-01,512,18,5.71,guide,1775,854,stable
page_0000,2026-02-02,507,20,5.76,guide,1775,854,stable
page_0000,2026-02-03,512,21,5.64,guide,1775,854,stable
page_0000,2026-02-04,516,30,4.92,guide,1775,854,stable
page_0000,2026-02-05,469,22,5.46,guide,1775,854,stable
page_0000,2026-02-06,579,32,5.39,guide,1775,854,stable
page_0000,2026-02-07,598,28,5.45,guide,1775,854,stable
page_0000,2026-02-08,727,28,5.84,guide,1775,854,stable
page_0000,2026-02-09,638,37,5.45,guide,1775,854,stable
page_0000,2026-02-10,447,11,5.73,guide,1775,854,stable
page_0000,2026-02-11,488,19,5.36,guide,1775,854,stable
page_0000,2026-02-12,445,16,5.49,guide,1775,854,stable
page_0000,2026-02-13,533,12,5.7,guide,1775,854,stable
page_0000,2026-02-14,604,37,4.44,guide,1775,854,stable
page_0000,2026-02-15,639,36,5.13,guide,1775,854,stable
page_0000,2026-02-16,475,23,5.04,guide,1775,854,stable
page_0000,2026-02-17,458,24,4.94,guide,1775,854,stable
page_0000,2026-02-18,375,22,5.15,guide,1775,854,stable
page_0000,2026-02-19,529,26,6.22,guide,1775,854,stable
page_0000,2026-02-20,500,25,4.8,guide,1775,854,stable
page_0000,2026-02-21,545,27,5.9,guide,1775,854,stable
page_0000,2026-02-22,500,36,4.31,guide,1775,854,stable
page_0000,2026-02-23,515,22,5.12,guide,1775,854,stable
page_0000,2026-02-24,393,18,5.42,guide,1775,854,stable
page_0000,2026-02-25,417,12,5.67,guide,1775,854,stable
page_0000,2026-02-26,677,23,5.75,guide,1775,854,stable
page_0000,2026-02-27,485,18,5.79,guide,1775,854,stable
page_0000,2026-02-28,505,29,5.11,guide,1775,854,stable
page_0000,2026-03-01,681,45,5.04,guide,1775,854,stable
page_0000,2026-03-02,702,21,5.83,guide,1775,854,stable
page_0000,2026-03-03,428,23,5.2,guide,1775,854,stable
page_0000,2026-03-04,483,20,4.55,guide,1775,854,stable
page_0000,2026-03-05,562,31,4.64,guide,1775,854,stable
page_0000,2026-03-06,692,34,4.77,guide,1775,854,stable
page_0000,2026-03-07,513,14,5.62,guide,1775,854,stable
page_0000,2026-03-08,542,32,5.4,guide,1775,854,stable
page_0000,2026-03-09,569,20,5.73,guide,1775,854,stable
page_0000,2026-03-10,523,24,5.06,guide,1775,854,stable
page_0000,2026-03-11,483,19,5.41,guide,1775,854,stable
page_0000,2026-03-12,531,19,5.69,guide,1775,854,stable
page_0000,2026-03-13,479,26,5.13,guide,1775,854,stable
page_0000,2026-03-14,565,22,5.59,guide,1775,854,stable
page_0000,2026-03-15,540,29,4.92,guide,1775,854,stable
page_0000,2026-03-16,535,28,5.1,guide,1775,854,stable
page_0000,2026-03-17,464,29,5.09,guide,1775,854,stable
page_0000,2026-03-18,534,25,4.6,guide,1775,854,stable
page_0000,2026-03-19,605,18,5.61,guide,1775,854,stable
page_0000,2026-03-20,584,35,5.04,guide,1775,854,stable
page_0000,2026-03-21,606,28,5.33,guide,1775,854,stable
page_0000,2026-03-22,562,27,5.61,guide,1775,854,stable
page_0000,2026-03-23,521,22,5.59,guide,1775,854,stable
page_0000,2026-03-24,454,18,5.72,guide,1775,854,stable
page_0000,2026-03-25,525,28,5.26,guide,1775,854,stable
page_0000,2026-03-26,533,36,5.06,guide,1775,854,stable
page_0000,2026-03-27,717,49,5.27,guide,1775,854,stable
page_0000,2026-03-28,691,49,4.31,guide,1775,854,stable
page_0000,2026-03-29,584,42,4.45,guide,1775,854,stable
page_0000,2026-03-30,473,28,4.52,guide,1775,854,stable
page_0000,2026-03-31,431,18,4.72,guide,1775,854,stable
page_0000,2026-04-01,578,25,5.56,guide,1775,854,stable
page_0000,2026-04-02,557,28,4.78,guide,1775,854,stable
page_0000,2026-04-03,606,32,5.09,guide,1775,854,stable
page_0000,2026-04-04,460,16,6.1,guide,1775,854,stable
page_0000,2026-04-05,620,22,5.1,guide,1775,854,stable
page_0000,2026-04-06,549,14,5.76,guide,1775,854,stable
page_0000,2026-04-07,431,17,4.76,guide,1775,854,stable
page_0000,2026-04-08,477,22,5.2,guide,1775,854,stable
page_0000,2026-04-09,557,26,4.75,guide,1775,854,stable
page_0000,2026-04-10,577,39,5.12,guide,1775,854,stable
page_0000,2026-04-11,561,27,5.82,guide,1775,854,stable
page_0000,2026-04-12,551,32,4.28,guide,1775,854,stable
page_0000,2026-04-13,505,21,5.58,guide,1775,854,stable
page_0000,2026-04-14,507,23,5.46,guide,1775,854,stable
page_0000,2026-04-15,595,28,4.96,guide,1775,854,stable
page_0000,2026-04-16,373,27,4.45,guide,1775,854,stable
page_0000,2026-04-17,557,31,5.36,guide,1775,854,stable
page_0000,2026-04-18,594,28,5.0,guide,1775,854,stable
page_0000,2026-04-19,578,34,5.46,guide,1775,854,stable
page_0000,2026-04-20,498,20,5.33,guide,1775,854,stable
page_0000,2026-04-21,393,16,6.28,guide,1775,854,stable
page_0000,2026-04-22,526,39,5.17,guide,1775,854,stable
page_0000,2026-04-23,651,34,4.7,guide,1775,854,stable
page_0000,2026-04-24,468,29,5.43,guide,1775,854,stable
page_0000,2026-04-25,642,33,5.45,guide,1775,854,stable
page_0000,2026-04-26,536,24,6.13,guide,1775,854,stable
page_0000,2026-04-27,517,20,5.82,guide,1775,854,stable
page_0000,2026-04-28,435,17,5.53,guide,1775,854,stable
page_0000,2026-04-29,485,17,6.2,guide,1775,854,stable
page_0000,2026-04-30,624,34,4.61,guide,1775,854,stable
page_0000,2026-05-01,613,26,4.93,guide,1775,854,stable
page_0000,2026-05-02,703,39,4.76,guide,1775,854,stable
page_0000,2026-05-03,637,38,5.08,guide,1775,854,stable
page_0000,2026-05-04,548,41,4.49,guide,1775,854,stable
page_0000,2026-05-05,602,23,5.7,guide,1775,854,stable
page_0000,2026-05-06,532,29,5.19,guide,1775,854,stable
page_0000,2026-05-07,593,39,4.44,guide,1775,854,stable
page_0000,2026-05-08,553,32,4.71,guide,1775,854,stable
page_0000,2026-05-09,586,16,5.51,guide,1775,854,stable
page_0000,2026-05-10,512,19,5.82,guide,1775,854,stable
page_0000,2026-05-11,583,11,6.52,guide,1775,854,stable
page_0000,2026-05-12,427,9,7.07,guide,1775,854,stable
page_0000,2026-05-13,553,28,5.57,guide,1775,854,stable
page_0000,2026-05-14,527,31,4.72,guide,1775,854,stable
page_0000,2026-05-15,654,40,4.04,guide,1775,854,stable
page_0000,2026-05-16,634,23,5.48,guide,1775,854,stable
page_0000,2026-05-17,680,16,4.83,guide,1775,854,stable
page_0000,2026-05-18,566,26,5.07,guide,1775,854,stable
page_0000,2026-05-19,404,29,4.95,guide,1775,854,stable
page_0000,2026-05-20,502,27,5.23,guide,1775,854,stable
page_0000,2026-05-21,464,17,5.96,guide,1775,854,stable
page_0000,2026-05-22,538,29,5.41,guide,1775,854,stable
page_0000,2026-05-23,687,25,5.22,guide,1775,854,stable
page_0000,2026-05-24,601,28,4.7,guide,1775,854,stable
page_0000,2026-05-25,477,34,4.31,guide,1775,854,stable
page_0000,2026-05-26,437,22,5.03,guide,1775,854,stable
page_0000,2026-05-27,508,29,5.29,guide,1775,854,stable
page_0000,2026-05-28,461,20,6.38,guide,1775,854,stable
page_0000,2026-05-29,527,30,5.4,guide,1775,854,stable
page_0000,2026-05-30,603,21,5.91,guide,1775,854,stable
page_0000,2026-05-31,636,37,5.02,guide,1775,854,stable
page_0000,2026-06-01,559,36,4.61,guide,1775,854,stable
page_0000,2026-06-02,361,15,4.74,guide,1775,854,stable
page_0000,2026-06-03,524,22,4.88,guide,1775,854,stable
page_0000,2026-06-04,544,20,6.6,guide,1775,854,stable
page_0000,2026-06-05,602,29,4.83,guide,1775,854,stable
page_0000,2026-06-06,694,35,5.82,guide,1775,854,stable
page_0000,2026-06-07,420,19,4.78,guide,1775,854,stable
page_0000,2026-06-08,484,24,5.88,guide,1775,854,stable
page_0000,2026-06-09,533,22,5.55,guide,1775,854,stable
page_0000,2026-06-10,410,21,5.22,guide,1775,854,stable
page_0000,2026-06-11,635,41,5.29,guide,1775,854,stable
page_0000,2026-06-12,599,28,4.93,guide,1775,854,stable
page_0000,2026-06-13,641,21,5.59,guide,1775,854,stable
page_0000,2026-06-14,520,24,5.05,guide,1775,854,stable
page_0000,2026-06-15,572,31,4.58,guide,1775,854,stable
page_0000,2026-06-16,561,20,4.55,guide,1775,854,stable
page_0000,2026-06-17,520,29,5.42,guide,1775,854,stable
page_0000,2026-06-18,555,20,6.27,guide,1775,854,stable
page_0000,2026-06-19,592,36,5.41,guide,1775,854,stable
page_0000,2026-06-20,521,15,5.25,guide,1775,854,stable
page_0000,2026-06-21,548,24,5.49,guide,1775,854,stable
page_0000,2026-06-22,511,14,6.1,guide,1775,854,stable
page_0000,2026-06-23,520,22,5.45,guide,1775,854,stable
page_0000,2026-06-24,566,30,5.07,guide,1775,854,stable
